account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,churn_flag,total_subscriptions,avg_mrr,avg_arr,total_upgrades,total_downgrades,auto_renew_count,trial_count,total_usage,avg_usage_duration,total_errors,beta_feature_usage,ticket_count,avg_resolution_time,avg_first_response,avg_satisfaction,total_escalations,total_refund,pre_upgrade_count,pre_downgrade_count,reactivation_count,churn_events_count,tenure_days,usage_score,support_score,subscription_stability,customer_health_score,health_status
A-91e948,Company_88,EdTech,AU,2023-01-29,partner,Basic,41,False,False,7,3127.714285714286,37532.57142857143,2,0,7,1,404,2881.5,16,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1242,32.46618106139438,60.0,45.0,44.48647242455775,At Risk
A-104f1a,Company_89,Cybersecurity,US,2024-08-17,other,Pro,24,False,False,8,1577.125,18925.5,0,0,7,1,438,3567.0227272727275,22,2,5.0,33.2,50.4,3.75,1.0,0.0,0.0,0.0,0.0,3.0,676,36.00416233090531,70.0,35.0,45.901664932362124,At Risk
A-7988d1,Company_90,Cybersecurity,US,2023-12-20,other,Basic,33,False,False,9,1188.0,14256.0,0,0,7,3,449,3005.7608695652175,28,7,3.0,35.333333333333336,65.33333333333333,4.333333333333333,0.0,16.89,0.0,0.0,0.0,3.0,917,37.148803329864734,86.66666666666666,35.0,51.35952133194589,At Risk
A-faa28c,Company_91,HealthTech,US,2024-01-30,organic,Enterprise,48,False,False,14,4171.714285714285,50060.57142857143,3,0,11,3,585,2745.8813559322034,24,5,4.0,52.25,115.5,4.666666666666667,1.0,0.0,0.0,0.0,0.0,2.0,876,51.30072840790844,88.33333333333334,70.0,68.02029136316338,Good
A-f25509,Company_92,EdTech,US,2024-03-22,other,Enterprise,32,False,False,5,3224.4,38692.8,0,1,4,1,229,3200.1304347826085,15,3,6.0,42.666666666666664,116.0,4.666666666666667,0.0,0.0,0.0,0.0,1.0,3.0,824,14.25598335067638,93.33333333333334,15.000000000000002,38.202393340270554,Critical
A-3a7284,Company_93,FinTech,US,2024-11-17,organic,Enterprise,31,False,False,12,2959.9166666666665,35519.0,1,2,11,1,609,3192.7,30,9,3.0,56.333333333333336,104.33333333333333,3.5,0.0,0.0,0.0,0.0,0.0,1.0,584,53.79812695109262,70.0,50.0,57.51925078043705,At Risk
A-3a5ad8,Company_94,HealthTech,US,2023-12-05,organic,Enterprise,9,True,False,13,2207.769230769231,26493.23076923077,1,1,11,4,506,2459.1923076923076,23,7,4.0,44.75,53.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,932,43.08012486992716,90.0,55.00000000000001,60.732049947970864,Good
A-65a46c,Company_95,HealthTech,US,2023-11-04,event,Pro,1,False,False,8,2834.375,34012.5,2,0,7,1,370,3032.0789473684213,21,7,8.0,45.125,91.125,4.0,0.0,0.0,0.0,0.0,0.0,0.0,963,28.928199791883458,80.0,45.0,49.07127991675338,At Risk
A-8b25f2,Company_96,Cybersecurity,US,2024-02-17,ads,Pro,6,False,True,13,1080.6153846153845,12967.384615384615,1,2,13,2,565,2951.740740740741,20,6,2.0,35.5,50.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,858,49.21956295525495,80.0,60.00000000000001,61.68782518210198,Good
A-fabe19,Company_97,DevTools,UK,2024-11-11,ads,Enterprise,1,False,False,7,2928.1428571428573,35137.71428571428,2,0,3,2,337,3423.212121212121,16,1,3.0,40.666666666666664,38.333333333333336,4.0,0.0,0.0,0.0,0.0,0.0,0.0,590,25.49427679500521,80.0,25.0,41.697710718002085,At Risk
A-adc1f3,Company_98,Cybersecurity,US,2024-08-05,organic,Pro,2,False,False,9,2956.4444444444443,35477.333333333336,0,0,7,1,334,3337.027777777778,26,5,3.0,47.333333333333336,65.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,688,25.182101977107184,70.0,35.0,41.572840790842875,At Risk
A-503d5a,Company_99,FinTech,US,2023-10-21,other,Enterprise,4,False,True,12,1490.3333333333333,17884.0,0,1,10,3,605,3585.8474576271187,32,6,9.0,36.55555555555556,81.77777777777777,4.0,0.0,0.0,0.0,0.0,0.0,0.0,977,53.381893860561924,80.0,45.0,58.85275754422477,At Risk
A-fd7ad3,Company_100,Cybersecurity,US,2024-11-01,event,Enterprise,1,False,False,10,383.1,4597.2,2,0,9,3,567,3070.660714285714,42,9,8.0,48.75,98.125,4.166666666666667,1.0,70.03,2.0,0.0,1.0,4.0,600,49.42767950052029,78.33333333333334,55.00000000000001,59.77107180020812,At Risk
A-186a44,Company_101,HealthTech,US,2023-08-07,ads,Enterprise,20,False,False,14,1499.2142857142858,17990.571428571428,1,1,10,5,614,3369.4918032786886,25,7,7.0,38.285714285714285,110.42857142857143,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1052,54.31841831425599,70.0,50.0,57.7273673257024,At Risk
A-e888d1,Company_102,Cybersecurity,US,2023-03-28,other,Pro,14,False,False,11,1240.5454545454545,14886.545454545454,1,0,8,3,552,3040.1346153846152,36,5,5.0,43.0,104.0,4.0,1.0,6.38,0.0,0.0,0.0,3.0,1184,47.866805411030185,75.0,45.0,55.146722164412076,At Risk
A-69fad4,Company_103,FinTech,UK,2023-04-06,ads,Basic,6,False,True,7,1245.857142857143,14950.285714285714,0,0,6,1,412,3196.051282051282,24,4,4.0,43.0,116.75,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,1.0,1175,33.29864724245578,73.33333333333333,30.000000000000004,44.31945889698231,At Risk
A-9289f6,Company_104,EdTech,US,2023-05-31,event,Enterprise,1,False,False,12,1091.3333333333333,13096.0,2,0,10,2,642,2946.6911764705883,38,7,6.0,37.5,70.0,4.333333333333333,0.0,17.93,0.0,0.0,0.0,1.0,1120,57.23204994797088,86.66666666666666,60.00000000000001,66.89281997918835,Good
A-f19409,Company_105,DevTools,US,2023-03-16,other,Basic,23,False,True,12,2844.6666666666665,34136.0,2,0,10,1,659,3384.064516129032,31,12,3.0,6.333333333333333,103.33333333333333,4.0,0.0,0.0,0.0,2.0,0.0,2.0,1196,59.00104058272634,80.0,60.00000000000001,65.60041623309054,Good
A-22f2df,Company_106,DevTools,US,2024-12-14,ads,Basic,3,False,False,9,827.8888888888889,9934.666666666666,1,1,7,1,429,2836.3571428571427,17,5,5.0,44.8,71.6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,557,35.06763787721125,100.0,35.0,54.5270551508845,At Risk
A-039727,Company_107,EdTech,AU,2024-11-02,organic,Pro,25,False,False,15,2428.0,29136.0,3,2,12,2,768,3372.2297297297296,32,3,0.0,0.0,0.0,3.0,0.0,46.49,0.0,0.0,0.0,1.0,599,70.34339229968784,60.0,65.0,65.63735691987513,Good
A-2e3bad,Company_108,FinTech,CA,2023-08-13,other,Pro,61,False,False,10,4587.2,55046.4,0,0,8,2,435,2749.733333333333,26,6,5.0,31.4,107.0,3.5,0.0,0.0,0.0,0.0,0.0,1.0,1046,35.691987513007284,70.0,40.0,47.276795005202914,At Risk
A-484819,Company_109,HealthTech,US,2023-02-21,organic,Pro,18,False,False,8,2575.5,30906.0,3,0,7,0,336,3517.4545454545455,20,3,5.0,33.2,139.6,4.5,0.0,0.0,1.0,0.0,0.0,2.0,1219,25.390218522372532,90.0,50.0,52.15608740894901,At Risk
A-425e76,Company_110,DevTools,UK,2023-05-17,other,Enterprise,8,False,True,11,1555.5454545454545,18666.545454545456,1,0,10,0,438,2842.0625,24,5,5.0,48.2,119.2,3.3333333333333335,1.0,0.0,0.0,0.0,1.0,4.0,1134,36.00416233090531,61.66666666666667,55.00000000000001,49.401664932362124,At Risk
A-e83938,Company_111,DevTools,UK,2023-11-21,other,Pro,2,True,True,8,937.875,11254.5,2,0,6,1,266,2814.483870967742,18,2,4.0,31.0,72.5,3.0,0.0,13.5,0.0,0.0,0.0,3.0,946,18.106139438085332,60.0,40.0,37.242455775234134,Critical
A-ad296b,Company_112,DevTools,AU,2024-07-15,event,Pro,38,False,False,6,3071.6666666666665,36860.0,0,0,6,1,294,3348.548387096774,12,2,3.0,28.333333333333332,83.33333333333333,3.6666666666666665,1.0,0.0,0.0,0.0,0.0,0.0,709,21.01977107180021,68.33333333333333,30.000000000000004,37.90790842872008,Critical
A-e51ec7,Company_113,FinTech,CA,2023-09-23,partner,Enterprise,2,False,False,8,3009.5,36114.0,2,1,6,3,417,3168.625,18,4,3.0,37.0,93.33333333333333,5.0,0.0,0.0,0.0,0.0,0.0,3.0,1005,33.81893860561915,100.0,35.0,54.02757544224766,At Risk
A-0aaf6e,Company_114,FinTech,US,2024-05-11,organic,Enterprise,3,False,False,9,2676.0,32112.0,0,0,6,2,599,3025.2982456140353,39,6,5.0,45.0,75.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,774,52.75754422476587,80.0,30.000000000000004,54.10301768990635,At Risk
A-e61e98,Company_115,FinTech,US,2023-10-20,partner,Enterprise,19,False,True,9,1498.2222222222222,17978.666666666668,2,0,7,1,527,2357.035714285714,25,7,6.0,30.333333333333332,88.5,4.6,1.0,0.0,0.0,1.0,0.0,1.0,978,45.265348595213325,87.0,45.0,57.70613943808533,At Risk
A-92a333,Company_116,FinTech,US,2023-03-24,event,Enterprise,9,False,False,6,1776.5,21318.0,0,1,6,0,364,2879.027777777778,30,2,4.0,23.25,58.25,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1188,28.303850156087407,55.0,25.0,35.32154006243496,Critical
A-95b24a,Company_117,FinTech,US,2023-06-06,event,Pro,38,False,True,11,2275.818181818182,27309.81818181818,4,1,7,2,611,3046.064516129032,34,8,5.0,21.2,90.4,4.25,0.0,0.0,0.0,0.0,0.0,0.0,1114,54.00624349635797,85.0,50.0,62.10249739854319,Good
A-42e5e1,Company_118,DevTools,US,2024-07-09,ads,Pro,1,False,True,7,1273.7142857142858,15284.57142857143,1,1,6,2,411,2846.439024390244,41,2,3.0,29.0,81.33333333333333,4.0,0.0,0.0,0.0,0.0,1.0,1.0,715,33.1945889698231,80.0,30.000000000000004,46.27783558792924,At Risk
A-7d514c,Company_119,HealthTech,DE,2024-02-03,organic,Enterprise,17,False,False,9,2697.1111111111113,32365.333333333332,2,0,8,2,502,3056.3958333333335,30,7,3.0,33.333333333333336,49.666666666666664,5.0,0.0,0.0,0.0,0.0,0.0,0.0,872,42.663891779396465,100.0,50.0,62.06555671175859,Good
A-65aeb5,Company_120,DevTools,US,2024-01-25,partner,Pro,9,False,False,12,2866.0,34392.0,0,1,9,1,533,2691.5272727272727,40,3,2.0,42.5,159.5,5.0,0.0,0.0,1.0,0.0,1.0,2.0,881,45.88969823100937,100.0,40.0,60.35587929240375,Good
A-e2cd1b,Company_121,DevTools,US,2024-02-04,other,Enterprise,15,False,False,9,1394.2222222222222,16730.666666666668,1,0,9,2,465,2817.204081632653,18,7,5.0,37.8,76.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,871,38.81373569198752,80.0,50.0,54.52549427679501,At Risk
A-180abf,Company_122,DevTools,US,2023-08-14,event,Pro,64,False,True,9,4145.777777777777,49749.333333333336,2,0,7,2,499,2838.5416666666665,28,5,3.0,36.333333333333336,62.333333333333336,3.0,0.0,0.0,0.0,1.0,0.0,5.0,1045,42.35171696149844,60.0,45.0,48.44068678459938,At Risk
A-f17767,Company_123,DevTools,US,2023-01-30,event,Enterprise,1,True,True,14,1152.7857142857142,13833.42857142857,3,1,13,0,713,3028.6521739130435,38,4,3.0,36.333333333333336,115.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,1241,64.62018730489075,75.0,75.0,70.8480749219563,Good
A-5a184f,Company_124,DevTools,DE,2023-06-19,other,Enterprise,1,False,True,10,2068.3,24819.6,0,1,10,1,587,3081.2105263157896,29,2,3.0,15.333333333333334,42.333333333333336,4.333333333333333,0.0,0.0,0.0,1.0,0.0,3.0,1101,51.508844953173785,86.66666666666666,45.0,60.10353798126951,Good
A-7df7a7,Company_125,DevTools,US,2023-01-28,organic,Basic,7,False,True,15,1943.6666666666667,23324.0,0,2,12,2,922,2822.098901098901,47,10,3.0,28.0,93.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1243,86.36836628511968,75.0,50.0,72.04734651404787,Good
A-1ac5e0,Company_126,DevTools,US,2024-10-20,event,Basic,33,False,True,10,1824.9,21898.8,0,0,5,3,558,2998.285714285714,31,7,7.0,40.42857142857143,76.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,612,48.49115504682623,76.0,25.0,49.69646201873049,At Risk
A-52dd88,Company_127,Cybersecurity,US,2023-02-21,ads,Pro,23,False,False,11,1508.3636363636363,18100.363636363636,1,0,7,1,516,3616.46,33,4,1.0,72.0,111.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1219,44.12070759625391,60.0,40.0,47.64828303850156,At Risk
A-bece89,Company_128,Cybersecurity,IN,2023-12-01,event,Pro,26,False,False,6,3208.3333333333335,38500.0,1,0,4,0,176,2532.2105263157896,13,2,4.0,32.5,103.75,4.0,1.0,109.75999999999999,0.0,0.0,0.0,2.0,936,8.74089490114464,75.0,25.0,33.49635796045786,Critical
A-029f69,Company_129,Cybersecurity,CA,2024-03-07,event,Basic,3,False,False,16,914.875,10978.5,2,0,10,2,789,2872.3214285714284,42,9,2.0,42.0,108.0,3.0,0.0,32.73,0.0,0.0,0.0,3.0,839,72.52861602497399,60.0,60.00000000000001,65.01144640998959,Good
A-5c046d,Company_130,EdTech,FR,2024-07-06,partner,Basic,93,False,False,8,10485.75,125829.0,0,0,6,0,475,2781.0,23,5,1.0,13.0,128.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,718,39.854318418314264,60.0,30.000000000000004,42.941727367325704,At Risk
A-fb186e,Company_131,EdTech,IN,2024-10-27,organic,Basic,29,False,False,3,1923.6666666666667,23084.0,0,0,2,2,207,3608.5,7,3,6.0,26.166666666666668,81.0,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,605,11.966701352757545,73.33333333333333,10.0,29.786680541103014,Critical
A-ae052e,Company_132,FinTech,CA,2023-09-11,other,Basic,39,False,False,6,1282.1666666666667,15386.0,1,1,6,2,300,3047.689655172414,12,6,4.0,31.25,60.5,4.0,0.0,0.0,0.0,0.0,0.0,4.0,1017,21.644120707596258,80.0,30.000000000000004,41.657648283038505,At Risk
A-9f9299,Company_133,FinTech,US,2023-09-02,organic,Enterprise,28,True,False,15,2826.866666666667,33922.4,0,0,9,0,830,3040.764705882353,54,10,5.0,36.2,116.2,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1026,76.79500520291364,100.0,45.0,74.21800208116545,Good
A-96e141,Company_134,DevTools,UK,2023-08-12,partner,Basic,14,False,False,7,2209.714285714286,26516.571428571428,0,0,7,1,346,2266.3055555555557,19,2,5.0,32.8,68.4,4.333333333333333,0.0,43.53,0.0,0.0,0.0,2.0,1047,26.430801248699275,86.66666666666666,35.0,47.07232049947971,At Risk
A-117171,Company_135,HealthTech,FR,2024-09-12,organic,Basic,45,False,True,5,2403.0,28836.0,0,1,5,2,208,2850.6666666666665,11,1,6.0,32.5,68.33333333333333,3.6666666666666665,1.0,102.86,0.0,0.0,0.0,3.0,650,12.07075962539022,68.33333333333333,20.0,31.328303850156086,Critical
A-313be3,Company_136,EdTech,US,2023-11-15,partner,Enterprise,47,True,False,11,1727.8181818181818,20733.81818181818,1,0,8,6,560,2886.754385964912,40,3,4.0,22.5,80.25,5.0,1.0,43.03,1.0,0.0,0.0,2.0,952,48.69927159209158,95.0,45.0,61.479708636836634,Good
A-671f31,Company_137,DevTools,US,2024-11-24,ads,Basic,59,False,False,6,5064.166666666667,60770.0,0,1,5,1,167,2555.823529411765,16,0,7.0,33.0,78.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,577,7.804370447450573,84.0,20.0,34.32174817898023,Critical
A-bbc346,Company_138,FinTech,US,2024-08-29,partner,Enterprise,19,False,False,13,2547.846153846154,30574.153846153848,3,2,11,3,650,2893.1612903225805,37,6,3.0,45.333333333333336,102.66666666666667,4.5,0.0,15.46,1.0,0.0,0.0,2.0,664,58.06451612903226,90.0,60.00000000000001,68.22580645161291,Good
A-c16101,Company_139,EdTech,IN,2024-09-06,other,Basic,7,False,False,10,1242.2,14906.4,1,1,9,0,561,3381.5272727272727,29,9,4.0,28.0,82.0,5.0,1.0,0.0,0.0,1.0,1.0,2.0,656,48.803329864724255,95.0,45.0,61.5213319458897,Good
A-50f3f7,Company_140,HealthTech,US,2023-12-22,partner,Basic,31,False,True,15,2938.4666666666667,35261.6,0,2,13,2,685,2873.5138888888887,45,7,6.0,37.833333333333336,67.83333333333333,5.0,1.0,0.0,0.0,0.0,0.0,0.0,915,61.70655567117586,95.0,55.00000000000001,69.68262226847034,Good
A-7da956,Company_141,Cybersecurity,US,2024-06-02,event,Pro,13,True,False,12,913.5833333333334,10963.0,1,2,11,3,543,2949.627450980392,35,4,3.0,32.666666666666664,88.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,752,46.93028095733611,100.0,50.0,63.772112382934445,Good
A-019782,Company_142,DevTools,FR,2023-04-19,event,Enterprise,11,False,False,9,928.1111111111111,11137.333333333334,1,0,6,2,562,2924.509090909091,30,3,2.0,10.0,107.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1162,48.907388137356925,60.0,35.0,48.06295525494277,At Risk
A-df10db,Company_143,DevTools,US,2023-06-06,other,Enterprise,2,True,False,11,1066.3636363636363,12796.363636363636,2,0,9,1,697,3359.0,40,2,2.0,68.5,86.5,3.0,1.0,0.0,0.0,0.0,0.0,2.0,1114,62.95525494276796,55.0,55.00000000000001,58.18210197710718,At Risk
A-3932db,Company_144,HealthTech,CA,2023-10-04,other,Pro,19,True,True,9,1565.2222222222222,18782.666666666668,2,1,9,3,434,2933.978260869565,28,4,6.0,41.0,86.5,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,994,35.58792924037461,86.66666666666666,50.0,55.23517169614984,At Risk
A-4f18f0,Company_145,DevTools,CA,2024-04-21,other,Pro,24,True,False,12,2522.0,30264.0,0,1,9,2,544,2948.2631578947367,25,6,5.0,39.2,61.4,4.0,0.0,0.0,1.0,0.0,0.0,2.0,794,47.03433922996879,80.0,40.0,54.81373569198752,At Risk
A-4c6f11,Company_146,FinTech,CA,2023-11-27,organic,Pro,24,True,True,5,1517.2,18206.4,0,1,3,0,268,3535.625,4,1,3.0,44.666666666666664,63.0,4.333333333333333,0.0,0.0,0.0,0.0,0.0,2.0,940,18.314255983350677,86.66666666666666,10.0,36.325702393340265,Critical
A-8ae05d,Company_147,FinTech,IN,2024-04-06,other,Enterprise,86,False,False,7,3747.1428571428573,44965.71428571428,0,0,5,2,203,3872.3,10,1,1.0,47.0,48.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,809,11.550468262226849,80.0,25.0,36.12018730489074,Critical
A-b78bf8,Company_148,DevTools,US,2024-11-15,event,Pro,33,False,False,8,2802.875,33634.5,1,1,8,1,421,2947.6666666666665,11,7,5.0,24.2,88.8,4.2,0.0,0.0,0.0,0.0,0.0,1.0,586,34.23517169614985,84.0,40.0,50.89406867845994,At Risk
A-eafc6e,Company_149,DevTools,US,2023-07-06,partner,Pro,27,False,True,7,2318.4285714285716,27821.14285714286,0,0,6,2,300,2819.3125,15,3,1.0,64.0,136.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1084,21.644120707596258,60.0,30.000000000000004,35.657648283038505,Critical
A-37f969,Company_150,HealthTech,IN,2023-10-14,partner,Enterprise,30,False,False,8,2869.875,34438.5,2,0,6,0,312,3370.375,14,5,5.0,22.2,94.0,3.6666666666666665,1.0,146.86,1.0,0.0,0.0,4.0,984,22.892819979188346,68.33333333333333,40.0,41.65712799167534,At Risk
A-10b8f2,Company_151,HealthTech,DE,2023-01-11,organic,Basic,47,True,False,12,2559.9166666666665,30719.0,1,0,8,3,560,3092.5535714285716,23,10,3.0,46.333333333333336,67.0,4.333333333333333,0.0,0.0,1.0,0.0,0.0,1.0,1260,48.69927159209158,86.66666666666666,45.0,58.979708636836634,At Risk
A-439b2f,Company_152,DevTools,US,2024-02-21,ads,Enterprise,1,False,True,6,299.3333333333333,3592.0,1,0,5,1,171,2713.55,5,2,3.0,18.333333333333332,85.33333333333333,3.0,0.0,17.06,0.0,0.0,1.0,2.0,854,8.220603537981269,60.0,30.000000000000004,30.28824141519251,Critical
A-544d0a,Company_153,DevTools,US,2024-05-02,organic,Basic,2,True,False,10,1849.2,22190.4,1,2,7,1,510,3251.6170212765956,22,7,2.0,38.5,98.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,783,43.496357960457864,75.0,30.000000000000004,48.89854318418315,At Risk
A-ba6516,Company_154,FinTech,US,2023-10-29,ads,Pro,27,False,False,13,2183.0,26196.0,1,3,10,3,642,3559.233333333333,32,8,6.0,31.5,71.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,969,57.23204994797088,80.0,40.0,58.89281997918835,At Risk
A-712426,Company_155,HealthTech,US,2024-11-10,other,Enterprise,9,False,False,15,746.4666666666667,8957.6,2,0,15,3,696,3066.8714285714286,31,6,6.0,37.333333333333336,79.16666666666667,4.4,0.0,0.0,2.0,0.0,2.0,3.0,591,62.85119667013529,88.0,85.00000000000001,77.04047866805412,Good
A-038089,Company_156,DevTools,FR,2023-12-19,other,Pro,5,False,True,3,701.3333333333334,8416.0,0,0,3,0,210,3183.65,15,1,6.0,30.166666666666668,86.16666666666667,3.6666666666666665,0.0,19.34,0.0,0.0,0.0,2.0,918,12.278876170655566,73.33333333333333,15.000000000000002,31.411550468262224,Critical
A-afa505,Company_157,DevTools,US,2023-12-27,partner,Basic,70,True,False,9,7334.444444444444,88013.33333333333,2,1,5,2,507,3189.6666666666665,28,8,4.0,37.25,88.25,3.0,1.0,0.0,1.0,0.0,0.0,1.0,910,43.18418314255984,55.0,30.000000000000004,42.77367325702394,At Risk
A-d5a319,Company_158,FinTech,US,2023-05-04,other,Enterprise,15,False,True,12,3153.9166666666665,37847.0,3,2,10,2,604,3604.322033898305,43,5,1.0,17.0,132.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1147,53.277835587929246,75.0,55.00000000000001,60.3111342351717,Good
A-f97b9a,Company_159,FinTech,US,2023-07-09,event,Pro,16,False,False,11,2166.6363636363635,25999.636363636364,1,0,8,4,561,3093.589285714286,33,6,7.0,31.714285714285715,69.85714285714286,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,1081,48.803329864724255,73.33333333333333,45.0,55.0213319458897,At Risk
A-2f6a32,Company_160,HealthTech,US,2024-08-26,organic,Basic,19,False,False,11,683.0,8196.0,1,0,11,2,654,3140.651515151515,46,6,2.0,41.0,72.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,667,58.480749219562966,70.0,60.00000000000001,62.39229968782519,Good
A-856b1e,Company_161,FinTech,US,2023-10-31,partner,Basic,19,False,False,6,1053.5,12642.0,1,0,5,1,230,2757.304347826087,24,4,5.0,36.0,79.4,3.0,1.0,0.0,0.0,0.0,0.0,0.0,967,14.360041623309055,55.0,30.000000000000004,31.244016649323623,Critical
A-17939a,Company_162,HealthTech,US,2024-12-26,organic,Basic,1,False,False,11,879.0,10548.0,0,0,9,1,440,2589.8936170212764,43,5,7.0,38.0,83.42857142857143,4.5,0.0,0.0,0.0,0.0,0.0,0.0,545,36.21227887617066,90.0,45.0,54.98491155046826,At Risk
A-d27f50,Company_163,Cybersecurity,UK,2024-07-20,ads,Enterprise,44,False,False,12,3734.5833333333335,44815.0,1,0,9,2,481,3402.02,31,4,4.0,37.5,116.5,3.75,0.0,0.0,0.0,0.0,0.0,0.0,704,40.478668054110315,75.0,50.0,53.69146722164413,At Risk
A-e36807,Company_164,EdTech,AU,2024-05-17,other,Pro,6,False,False,10,1256.9,15082.8,0,0,8,2,446,2874.469387755102,27,4,2.0,41.0,152.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,768,36.83662851196671,90.0,40.0,53.73465140478668,At Risk
A-ff79f2,Company_165,DevTools,US,2024-04-25,ads,Basic,8,False,True,9,3097.0,37164.0,2,0,6,1,393,3264.5853658536585,12,4,2.0,50.0,82.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,790,31.32154006243497,60.0,40.0,42.528616024973985,At Risk
A-5b1bcd,Company_166,DevTools,US,2023-09-16,organic,Pro,73,False,False,15,8886.533333333333,106638.4,3,0,13,1,869,2921.906976744186,54,6,4.0,43.25,92.5,4.5,0.0,4.45,0.0,0.0,0.0,1.0,1012,80.85327783558795,90.0,80.0,83.34131113423518,Healthy
A-71615e,Company_167,EdTech,US,2024-05-18,organic,Basic,15,False,False,13,3131.769230769231,37581.230769230766,3,0,10,2,620,3141.9193548387098,41,4,1.0,49.0,77.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,767,54.942767950052044,60.0,65.0,59.47710718002082,At Risk
A-794a0b,Company_168,HealthTech,DE,2023-06-02,organic,Basic,23,False,False,7,1510.7142857142858,18128.571428571428,0,0,5,2,347,2478.9473684210525,31,1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1118,26.534859521331946,60.0,25.0,36.11394380853278,Critical
A-86902e,Company_169,HealthTech,IN,2023-05-02,other,Enterprise,34,False,False,10,3604.1,43249.2,2,0,9,2,628,3211.5714285714284,36,6,9.0,40.888888888888886,71.44444444444444,3.5,0.0,0.0,0.0,0.0,0.0,1.0,1149,55.77523413111343,70.0,55.00000000000001,59.810093652445374,At Risk
A-0532a9,Company_170,FinTech,IN,2024-09-25,event,Pro,19,False,False,10,1516.1,18193.2,4,1,5,0,519,2922.074074074074,30,7,8.0,30.75,73.375,3.0,0.0,2.4,0.0,0.0,0.0,1.0,637,44.43288241415193,60.0,40.0,47.77315296566077,At Risk
A-9779ad,Company_171,Cybersecurity,AU,2024-03-29,event,Pro,40,True,True,10,5168.0,62016.0,0,0,5,2,413,2536.720930232558,25,3,3.0,20.666666666666668,116.33333333333333,5.0,0.0,0.0,1.0,0.0,0.0,3.0,817,33.40270551508845,100.0,25.0,50.86108220603538,At Risk
A-f45426,Company_172,HealthTech,US,2024-08-05,organic,Basic,9,False,False,11,1571.7272727272727,18860.727272727272,0,3,8,3,624,3141.8196721311474,49,5,3.0,17.0,69.0,4.0,0.0,47.17,0.0,0.0,0.0,2.0,688,55.35900104058273,80.0,25.0,53.6436004162331,At Risk
A-c1e51e,Company_173,FinTech,US,2024-10-02,organic,Basic,3,False,False,10,2390.5,28686.0,1,1,10,0,518,3044.56,36,7,5.0,40.0,75.6,3.2,0.0,0.0,0.0,0.0,0.0,2.0,630,44.32882414151926,64.0,50.0,51.93152965660771,At Risk
A-fa3095,Company_174,FinTech,US,2023-09-03,ads,Basic,70,False,False,12,5769.166666666667,69230.0,0,0,12,1,600,3425.423728813559,42,5,5.0,49.2,84.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1025,52.86160249739855,100.0,60.00000000000001,69.14464099895942,Good
A-ad64c6,Company_175,DevTools,UK,2024-02-23,event,Pro,12,False,False,6,2451.3333333333335,29416.0,0,0,4,1,215,3980.25,18,2,4.0,34.0,98.5,5.0,0.0,19.08,1.0,0.0,0.0,2.0,852,12.79916753381894,100.0,20.0,41.119667013527575,At Risk
A-39b19f,Company_176,FinTech,US,2023-02-03,partner,Enterprise,1,False,False,11,1930.6363636363637,23167.636363636364,1,1,8,2,530,2455.6545454545453,37,5,6.0,47.833333333333336,87.5,4.25,1.0,0.0,0.0,0.0,0.0,1.0,1237,45.57752341311135,80.0,40.0,54.231009365244546,At Risk
